trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1449,False,"{'a': 0.5, 'e': 1.0}",20,12,-23.438488532408105,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
1450,False,"{'a': 0.5, 'e': 1.0}",25,6,-103.2838501884561,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
1451,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.8810246800972,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
1452,False,"{'a': 0.5, 'e': 1.0}",20,0,-64.69262243855161,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1453,False,"{'a': 0.5, 'e': 1.0}",20,0,-187.85191472949074,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
1454,False,"{'a': 0.5, 'e': 1.0}",20,9,-41.70573415742538,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1455,False,"{'a': 0.5, 'e': 1.0}",20,0,-132.42196003022147,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
1456,False,"{'a': 0.5, 'e': 1.0}",30,0,-131.33630514242745,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
1457,False,"{'a': 0.5, 'e': 1.0}",35,0,-132.57205954914932,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
1458,False,"{'a': 0.5, 'e': 1.0}",20,3,-88.79426815302307,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 1}",1
1459,False,"{'a': 0.5, 'e': 1.0}",20,0,-141.3586291871208,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
1460,False,"{'a': 0.5, 'e': 1.0}",20,0,-157.5752535718181,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
1461,False,"{'a': 0.5, 'e': 1.0}",35,0,-133.52588308545293,"{0: 21, 1: 4, 2: 8, 3: 1, 4: 1}",0
1462,False,"{'a': 0.5, 'e': 1.0}",30,0,-233.74809019664582,"{0: 17, 1: 0, 2: 7, 3: 3, 4: 3}",0
1463,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.97799150208643,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1464,False,"{'a': 0.5, 'e': 1.0}",25,0,-85.137209379166,"{0: 15, 1: 5, 2: 2, 3: 3, 4: 0}",0
1465,False,"{'a': 0.5, 'e': 1.0}",25,0,-107.79132053668607,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
1466,False,"{'a': 0.5, 'e': 1.0}",20,0,-198.6525129640807,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
1467,False,"{'a': 0.5, 'e': 1.0}",30,0,-89.52263464670143,"{0: 17, 1: 7, 2: 5, 3: 1, 4: 0}",0
1468,False,"{'a': 0.5, 'e': 1.0}",25,13,-71.13959079676468,"{0: 5, 1: 0, 2: 6, 3: 1, 4: 0}",1
1469,False,"{'a': 0.5, 'e': 1.0}",20,0,-177.82723378655697,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
1470,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.45867965066343,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
1471,False,"{'a': 0.5, 'e': 1.0}",30,0,-168.79415946369875,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
1472,False,"{'a': 0.5, 'e': 1.0}",20,0,-168.11443312167697,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
1473,False,"{'a': 0.5, 'e': 1.0}",30,0,-136.49143976370203,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
1474,False,"{'a': 0.5, 'e': 1.0}",20,0,-96.47890626503042,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1475,False,"{'a': 0.5, 'e': 1.0}",20,0,-81.60087418133925,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
1476,False,"{'a': 0.5, 'e': 1.0}",20,10,-75.37133582983374,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 1}",1
1477,False,"{'a': 0.5, 'e': 1.0}",25,0,-253.16560376257843,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 4}",0
1478,False,"{'a': 0.5, 'e': 1.0}",20,0,-195.84701356104404,"{0: 6, 1: 3, 2: 7, 3: 2, 4: 2}",0
1479,False,"{'a': 0.5, 'e': 1.0}",30,12,-82.5213707291468,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
1480,False,"{'a': 0.5, 'e': 1.0}",20,0,-109.53696879088757,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
1481,False,"{'a': 0.5, 'e': 1.0}",20,0,-104.08228598279788,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
1482,False,"{'a': 0.5, 'e': 1.0}",30,0,-150.4547636180732,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
1483,False,"{'a': 0.5, 'e': 1.0}",30,19,-26.396323110319386,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
1484,False,"{'a': 0.5, 'e': 1.0}",25,0,-125.92941977168302,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
1485,False,"{'a': 0.5, 'e': 1.0}",20,0,-71.48822196443395,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
1486,False,"{'a': 0.5, 'e': 1.0}",25,0,-106.01726909520312,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
1487,False,"{'a': 0.5, 'e': 1.0}",25,0,-161.02517640473027,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
1488,False,"{'a': 0.5, 'e': 1.0}",20,9,-60.2576653347211,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
1489,False,"{'a': 0.5, 'e': 1.0}",25,0,-124.855808756772,"{0: 14, 1: 6, 2: 1, 3: 3, 4: 1}",0
1490,False,"{'a': 0.5, 'e': 1.0}",20,0,-101.74786287823201,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1491,False,"{'a': 0.5, 'e': 1.0}",20,0,-162.23870653617897,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
1492,False,"{'a': 0.5, 'e': 1.0}",30,0,-153.7740243486094,"{0: 17, 1: 4, 2: 5, 3: 3, 4: 1}",0
1493,False,"{'a': 0.5, 'e': 1.0}",25,0,-179.49374660665458,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
1494,False,"{'a': 0.5, 'e': 1.0}",25,0,-135.0328752764204,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
1495,False,"{'a': 0.5, 'e': 1.0}",20,0,-109.67510654875207,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
1496,False,"{'a': 0.5, 'e': 1.0}",30,0,-125.16506365561752,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
1497,False,"{'a': 0.5, 'e': 1.0}",20,0,-31.255264358206844,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1498,False,"{'a': 0.5, 'e': 1.0}",30,0,-116.70580858813925,"{0: 18, 1: 7, 2: 2, 3: 2, 4: 1}",0
1499,False,"{'a': 0.5, 'e': 1.0}",20,0,-232.60263677364634,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 4}",0
1500,False,"{'a': 0.5, 'e': 1.0}",20,0,-140.7862029650581,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
1501,False,"{'a': 0.5, 'e': 1.0}",25,0,-176.48864436126846,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
1502,False,"{'a': 0.5, 'e': 1.0}",25,0,-26.34274580236469,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1503,False,"{'a': 0.5, 'e': 1.0}",25,0,-225.20887553997423,"{0: 12, 1: 0, 2: 9, 3: 1, 4: 3}",0
1504,False,"{'a': 0.5, 'e': 1.0}",25,0,-231.3248888216995,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
1505,False,"{'a': 0.5, 'e': 1.0}",30,0,-37.07463307410576,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
1506,False,"{'a': 0.5, 'e': 1.0}",25,17,-45.71674289973724,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
1507,False,"{'a': 0.5, 'e': 1.0}",25,0,-147.4193629804234,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
1508,False,"{'a': 0.5, 'e': 1.0}",20,0,-80.21109949699014,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1509,False,"{'a': 0.5, 'e': 1.0}",25,0,-169.88574770353927,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
1510,False,"{'a': 0.5, 'e': 1.0}",20,0,-46.66199651035205,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1511,False,"{'a': 0.5, 'e': 1.0}",25,0,-220.746829340079,"{0: 12, 1: 6, 2: 2, 3: 1, 4: 4}",0
1512,False,"{'a': 0.5, 'e': 1.0}",20,0,-167.73921861722317,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
1513,False,"{'a': 0.5, 'e': 1.0}",25,0,-142.69132591976393,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
1514,False,"{'a': 0.5, 'e': 1.0}",25,3,-176.37677900059487,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 3}",1
1515,False,"{'a': 0.5, 'e': 1.0}",20,0,-48.46170384484276,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1516,False,"{'a': 0.5, 'e': 1.0}",20,0,-39.72329943005085,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
1517,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.24384542836009,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1518,False,"{'a': 0.5, 'e': 1.0}",25,0,-176.93643363969755,"{0: 7, 1: 6, 2: 11, 3: 0, 4: 1}",0
1519,False,"{'a': 0.5, 'e': 1.0}",30,0,-86.93372813158597,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
1520,False,"{'a': 0.5, 'e': 1.0}",20,0,-108.36490441773941,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
1521,False,"{'a': 0.5, 'e': 1.0}",20,0,-70.5291088198156,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
1522,False,"{'a': 0.5, 'e': 1.0}",20,0,-180.47065823918902,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
1523,False,"{'a': 0.5, 'e': 1.0}",20,0,-117.60641540708777,"{0: 8, 1: 3, 2: 7, 3: 2, 4: 0}",0
1524,False,"{'a': 0.5, 'e': 1.0}",20,0,-50.94822761241351,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1525,False,"{'a': 0.5, 'e': 1.0}",20,0,-76.11392398552049,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
1526,False,"{'a': 0.5, 'e': 1.0}",25,0,-141.2247206253994,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
1527,False,"{'a': 0.5, 'e': 1.0}",20,0,-57.28287106923701,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1528,False,"{'a': 0.5, 'e': 1.0}",25,0,-179.7444606556939,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
1529,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.800161335007836,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1530,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.98385402520506,"{0: 12, 1: 4, 2: 0, 3: 3, 4: 1}",0
1531,False,"{'a': 0.5, 'e': 1.0}",25,6,-182.7794097370835,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 3}",1
1532,False,"{'a': 0.5, 'e': 1.0}",30,15,-61.63915693786028,"{0: 7, 1: 1, 2: 7, 3: 0, 4: 0}",1
1533,False,"{'a': 0.5, 'e': 1.0}",20,0,-57.9167552556415,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1534,False,"{'a': 0.5, 'e': 1.0}",25,0,-80.90634787660467,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
1535,False,"{'a': 0.5, 'e': 1.0}",25,0,-91.81547341143332,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
1536,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.15315750144464,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
1537,False,"{'a': 0.5, 'e': 1.0}",30,0,-293.70192517933236,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 5}",0
1538,False,"{'a': 0.5, 'e': 1.0}",20,0,-53.886576839459025,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
1539,False,"{'a': 0.5, 'e': 1.0}",20,0,-59.98190293053269,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1540,False,"{'a': 0.5, 'e': 1.0}",35,0,-254.31950793150054,"{0: 18, 1: 4, 2: 7, 3: 3, 4: 3}",0
1541,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.57483634210172,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
1542,False,"{'a': 0.5, 'e': 1.0}",25,0,-100.87276397139186,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1543,False,"{'a': 0.5, 'e': 1.0}",25,0,-97.90046695023146,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
1544,False,"{'a': 0.5, 'e': 1.0}",30,0,-116.59431923675437,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
1545,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.66607983582559,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1546,False,"{'a': 0.5, 'e': 1.0}",30,0,-138.04066858060838,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
1547,False,"{'a': 0.5, 'e': 1.0}",25,0,-232.05154512314394,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
1548,False,"{'a': 0.5, 'e': 1.0}",20,0,-117.97579436807567,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
1549,False,"{'a': 0.5, 'e': 1.0}",30,0,-245.84926587649846,"{0: 17, 1: 3, 2: 3, 3: 3, 4: 4}",0
1550,False,"{'a': 0.5, 'e': 1.0}",20,0,-144.5857191111306,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
1551,False,"{'a': 0.5, 'e': 1.0}",30,0,-249.56981480357052,"{0: 14, 1: 3, 2: 9, 3: 0, 4: 4}",0
1552,False,"{'a': 0.5, 'e': 1.0}",30,0,-218.06084667031493,"{0: 17, 1: 6, 2: 2, 3: 1, 4: 4}",0
1553,False,"{'a': 0.5, 'e': 1.0}",20,0,-154.9887747843619,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
1554,False,"{'a': 0.5, 'e': 1.0}",25,0,-110.10492384503863,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
1555,False,"{'a': 0.5, 'e': 1.0}",30,0,-197.6635826515028,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
1556,False,"{'a': 0.5, 'e': 1.0}",30,0,-130.5225987305909,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
1557,False,"{'a': 0.5, 'e': 1.0}",30,0,-109.30670692992794,"{0: 19, 1: 7, 2: 2, 3: 0, 4: 2}",0
1558,False,"{'a': 0.5, 'e': 1.0}",20,0,-28.275987509763063,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1559,False,"{'a': 0.5, 'e': 1.0}",25,0,-129.93832161400752,"{0: 11, 1: 5, 2: 8, 3: 0, 4: 1}",0
1560,False,"{'a': 0.5, 'e': 1.0}",20,0,-112.72837748910528,"{0: 7, 1: 3, 2: 10, 3: 0, 4: 0}",0
1561,False,"{'a': 0.5, 'e': 1.0}",25,0,-143.89064093342304,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
1562,False,"{'a': 0.5, 'e': 1.0}",30,0,-130.98666665832536,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
1563,False,"{'a': 0.5, 'e': 1.0}",20,0,-58.736313325236324,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
1564,False,"{'a': 0.5, 'e': 1.0}",20,0,-146.98087912454818,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
1565,False,"{'a': 0.5, 'e': 1.0}",20,0,-174.97138304546908,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
1566,False,"{'a': 0.5, 'e': 1.0}",25,0,-181.68169085532026,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
1567,False,"{'a': 0.5, 'e': 1.0}",30,0,-200.1012845296675,"{0: 16, 1: 3, 2: 6, 3: 3, 4: 2}",0
1568,False,"{'a': 0.5, 'e': 1.0}",35,0,-202.06332388819004,"{0: 19, 1: 7, 2: 5, 3: 1, 4: 3}",0
1569,False,"{'a': 0.5, 'e': 1.0}",25,0,-181.88771296589888,"{0: 11, 1: 5, 2: 5, 3: 2, 4: 2}",0
1570,False,"{'a': 0.5, 'e': 1.0}",25,0,-53.97208969120129,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
1571,False,"{'a': 0.5, 'e': 1.0}",25,0,-121.42271558828605,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
1572,False,"{'a': 0.5, 'e': 1.0}",25,0,-33.469378864678255,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
1573,False,"{'a': 0.5, 'e': 1.0}",25,0,-142.59033919403274,"{0: 11, 1: 3, 2: 8, 3: 3, 4: 0}",0
1574,False,"{'a': 0.5, 'e': 1.0}",30,0,-232.04169524554695,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 5}",0
1575,False,"{'a': 0.5, 'e': 1.0}",20,0,-182.24236244420507,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
1576,False,"{'a': 0.5, 'e': 1.0}",25,0,-304.75505847969623,"{0: 10, 1: 0, 2: 8, 3: 2, 4: 5}",0
1577,False,"{'a': 0.5, 'e': 1.0}",30,0,-130.27490471628911,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",1
1578,False,"{'a': 0.5, 'e': 1.0}",30,2,-108.11839893843405,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 2}",1
1579,False,"{'a': 0.5, 'e': 1.0}",25,0,-94.90187190056365,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
1580,False,"{'a': 0.5, 'e': 1.0}",30,0,-44.04644644659515,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
1581,False,"{'a': 0.5, 'e': 1.0}",20,0,-82.6165831513876,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
1582,False,"{'a': 0.5, 'e': 1.0}",25,3,-32.13808901698716,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
1583,False,"{'a': 0.5, 'e': 1.0}",20,0,-45.79780554044738,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
1584,False,"{'a': 0.5, 'e': 1.0}",20,0,-89.08414090041617,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
1585,False,"{'a': 0.5, 'e': 1.0}",20,0,-43.826011553156164,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1586,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.29246561326215,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
1587,False,"{'a': 0.5, 'e': 1.0}",25,0,-115.78634354281503,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
1588,False,"{'a': 0.5, 'e': 1.0}",25,0,-105.18865665014049,"{0: 12, 1: 6, 2: 5, 3: 2, 4: 0}",0
1589,False,"{'a': 0.5, 'e': 1.0}",20,0,-103.5796413411316,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
1590,False,"{'a': 0.5, 'e': 1.0}",25,1,-185.6157239116787,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 4}",1
1591,False,"{'a': 0.5, 'e': 1.0}",30,0,-132.2223300924195,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
1592,False,"{'a': 0.5, 'e': 1.0}",25,0,-116.38652202413971,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
1593,False,"{'a': 0.5, 'e': 1.0}",30,0,-182.48430953351772,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
1594,False,"{'a': 0.5, 'e': 1.0}",25,0,-155.24060909880745,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
1595,False,"{'a': 0.5, 'e': 1.0}",20,0,-109.62613512166536,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
1596,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.21816333667029,"{0: 7, 1: 5, 2: 7, 3: 1, 4: 0}",0
1597,False,"{'a': 0.5, 'e': 1.0}",20,0,-169.74995198330654,"{0: 7, 1: 5, 2: 5, 3: 1, 4: 2}",0
1598,False,"{'a': 0.5, 'e': 1.0}",30,0,-271.7018543551194,"{0: 14, 1: 4, 2: 6, 3: 2, 4: 4}",0
1599,False,"{'a': 0.5, 'e': 1.0}",30,0,-121.09204086459974,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
1600,False,"{'a': 0.5, 'e': 1.0}",20,0,-82.33743935817753,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
1601,False,"{'a': 0.5, 'e': 1.0}",20,0,-115.21499490224984,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
1602,False,"{'a': 0.5, 'e': 1.0}",20,0,-109.47737859148543,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
1603,False,"{'a': 0.5, 'e': 1.0}",25,0,-153.73968624865304,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
1604,False,"{'a': 0.5, 'e': 1.0}",20,0,-70.7162048674667,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
1605,False,"{'a': 0.5, 'e': 1.0}",20,0,-181.03641182843677,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
1606,False,"{'a': 0.5, 'e': 1.0}",25,0,-78.39219386517523,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
1607,False,"{'a': 0.5, 'e': 1.0}",25,8,-88.50904534953672,"{0: 7, 1: 5, 2: 3, 3: 2, 4: 0}",1
1608,False,"{'a': 0.5, 'e': 1.0}",30,0,-274.0325952276051,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 5}",0
1609,False,"{'a': 0.5, 'e': 1.0}",20,8,-36.0364488060296,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
1610,False,"{'a': 0.5, 'e': 1.0}",20,0,-64.04722361366767,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
1611,False,"{'a': 0.5, 'e': 1.0}",25,0,-138.88945616420892,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
1612,False,"{'a': 0.5, 'e': 1.0}",25,0,-161.01749038348586,"{0: 11, 1: 7, 2: 5, 3: 0, 4: 2}",0
1613,False,"{'a': 0.5, 'e': 1.0}",20,0,-62.59279052129199,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
1614,False,"{'a': 0.5, 'e': 1.0}",25,0,-217.54746474490636,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 4}",0
1615,False,"{'a': 0.5, 'e': 1.0}",20,0,-53.16899799735875,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1616,False,"{'a': 0.5, 'e': 1.0}",20,0,-107.49847001426093,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
1617,False,"{'a': 0.5, 'e': 1.0}",30,0,-185.3503813902063,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
1618,False,"{'a': 0.5, 'e': 1.0}",30,0,-212.3350170195852,"{0: 14, 1: 5, 2: 7, 3: 2, 4: 2}",0
1619,False,"{'a': 0.5, 'e': 1.0}",25,0,-125.70211950721058,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
1620,False,"{'a': 0.5, 'e': 1.0}",25,0,-101.2353453603618,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
1621,False,"{'a': 0.5, 'e': 1.0}",35,13,-58.894101674017705,"{0: 13, 1: 6, 2: 1, 3: 2, 4: 0}",1
1622,False,"{'a': 0.5, 'e': 1.0}",25,0,-79.8623710468656,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
1623,False,"{'a': 0.5, 'e': 1.0}",20,0,-119.24832710466008,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
1624,False,"{'a': 0.5, 'e': 1.0}",20,0,-155.8946199504934,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
1625,False,"{'a': 0.5, 'e': 1.0}",25,0,-59.551094062490215,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
1626,False,"{'a': 0.5, 'e': 1.0}",20,0,-81.60518390212391,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1627,False,"{'a': 0.5, 'e': 1.0}",20,0,-93.40754405660563,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1628,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.40906119374318,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
1629,False,"{'a': 0.5, 'e': 1.0}",20,3,-56.30283259470153,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 0}",1
1630,False,"{'a': 0.5, 'e': 1.0}",20,0,-214.43714563363693,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
1631,False,"{'a': 0.5, 'e': 1.0}",25,0,-248.14637166970468,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 5}",0
1632,False,"{'a': 0.5, 'e': 1.0}",20,0,-169.93347096085915,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
1633,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.14393491952254,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
1634,False,"{'a': 0.5, 'e': 1.0}",30,0,-194.86496147621412,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
1635,False,"{'a': 0.5, 'e': 1.0}",20,0,-125.01597674328512,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
1636,False,"{'a': 0.5, 'e': 1.0}",30,0,-107.0356916103783,"{0: 18, 1: 6, 2: 4, 3: 1, 4: 1}",0
1637,False,"{'a': 0.5, 'e': 1.0}",20,11,-24.266800830092222,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
1638,False,"{'a': 0.5, 'e': 1.0}",25,0,-125.96080262104364,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
1639,False,"{'a': 0.5, 'e': 1.0}",20,0,-60.47240040852036,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
1640,False,"{'a': 0.5, 'e': 1.0}",25,0,-58.09205622991333,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
1641,False,"{'a': 0.5, 'e': 1.0}",30,0,-123.84390662865658,"{0: 16, 1: 3, 2: 9, 3: 2, 4: 0}",0
1642,False,"{'a': 0.5, 'e': 1.0}",20,9,-61.04430998298035,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
